token,pos
प्रसिद्ध,NOUN
निवडणूक,NOUN
विश्लेषक,NOUN
आणि,NOUN
सेंटर,NOUN
फॉर,NOUN
द,PART
स्टडी,NOUN
ऑफ,PART
डेव्हलपिंग,NOUN
स्टडीज,NOUN
CSDS,NOUN
चे,PART
सहसंचालक,NOUN
प्राध्यापक,NOUN
संजय,NOUN
कुमार,NOUN
यांच्याशी,NOUN
चर्चा,NOUN
केली,VERB
होती,NOUN
एक्झिट,NOUN
पोल,NOUN
म्हणजे,NOUN
काय,NOUN
आणि,NOUN
ते,PART
कसे,NOUN
करतात,VERB
एक्झिट,NOUN
म्हणजे,NOUN
बाहेर,NOUN
पडणं,NOUN
हा,PART
शब्दच,NOUN
या,PART
चाचण्या,NOUN
म्हणजे,NOUN
Polls,NOUN
बद्दल,NOUN
खूप,NOUN
काही,NOUN
सांगतो,NOUN
जेव्हा,NOUN
मतदार,NOUN
निवडणुकीसाठी,PP
मत,PART
देऊन,NOUN
केंद्रामधून,NOUN
बाहेर,NOUN
पडत,NOUN
असतो,NOUN
तेव्हा,NOUN
त्यांना,NOUN
विचारलं,NOUN
जातं,NOUN
तुम्ही,NOUN
कोणत्या,NOUN
पक्षाला,PP
वा,PART
उमेदवाराला,PP
मत,PART
दिलं,NOUN
हे,PART
सांगाल,NOUN
का,PART
एक्झिट,NOUN
पोल्स,NOUN
करणाऱ्या,NOUN
संस्था,NOUN
त्यांच्या,PP
लोकांना,NOUN
मतदान,NOUN
केंद्राच्या,PP
बाहेर,NOUN
उभं,NOUN
करतात,VERB
जसजसे,NOUN
मतदार,NOUN
मतदान,NOUN
करून,NOUN
बाहेर,NOUN
येतात,VERB
त्यांना,NOUN
विचारलं,NOUN
जातं,NOUN
की,PART
त्यांनी,NOUN
कुणाला,PP
मत,PART
दिलं,NOUN
इतरही,NOUN
काही,NOUN
प्रश्न,NOUN
त्यांना,NOUN
विचारले,VERB
जातात,VERB
उदा,NOUN
पंतप्रधान,NOUN
पदासाठी,PP
तुमचा,NOUN
आवडता,NOUN
उमेदवार,NOUN
कोण,NOUN
वगैरे,NOUN
पाकिस्तानी,NOUN
माध्यमं,NOUN
भारताच्या,PP
निवडणुकीबद्दल,NOUN
काय,NOUN
म्हणतात,VERB
2019,NUM
मध्ये,PP
पाकिस्तानने,PP
भाजपला,PP
जिंकण्यासाठी,PP
मदत,NOUN
केली,VERB
सविस्तर,NOUN
वाचा31,NOUN
मे,PART
2024,NUM
लोकसभा,NOUN
निवडणूक,NOUN
निकाल,NOUN
ठरवतील,NOUN
या,PART
नेत्यांचं,NOUN
राजकीय,NOUN
भवितव्य,NOUN
ठाकरे,NOUN
पवार,NOUN
फडणवीस,NOUN
शिंदेंची,NOUN
प्रतिष्ठा,NOUN
पणाला,PP
विश्लेषण31,NOUN
मे,PART
2024,NUM
उद्धव,NOUN
ठाकरे,NOUN
वि,PART
एकनाथ,NOUN
शिंदे,NOUN
हे,PART
13,NUM
लोकसभा,NOUN
मतदारसंघ,NOUN
ठरवणार,NOUN
शिवसेना,NOUN
कुणाची,NOUN
4,NUM
जून,NOUN
2024,NUM
सहसा,NOUN
प्रत्येक,NOUN
मतदान,NOUN
केंद्रावरील,NOUN
दर,PART
दहावा,NOUN
मतदार,NOUN
किंवा,NOUN
मग,PART
मतदान,NOUN
केंद्र,NOUN
मोठं,NOUN
असेल,NOUN
तर,PART
मग,PART
दर,PART
विसाव्या,NOUN
मतदाराला,PP
असे,NOUN
प्रश्न,NOUN
विचारले,VERB
जातात,VERB
मतदारांकडून,NOUN
मिळालेल्या,NOUN
माहितीचं,NOUN
विश्लेषण,NOUN
करून,NOUN
या,PART
निवडणुकीचे,NOUN
निकाल,NOUN
काय,NOUN
असतील,NOUN
याचा,NOUN
अंदाज,NOUN
बांधण्याचा,NOUN
प्रयत्न,NOUN
केला,PP
जातो,NOUN
भारतात,VERB
कोणत्या,NOUN
संस्था,NOUN
एक्झिट,NOUN
पोल्स,NOUN
करतात,VERB
सी,PART
व्होटर,NOUN
अॅक्सिस,NOUN
माय,NOUN
इंडिया,NOUN
CNX,NOUN
भारत,NOUN
या,PART
एक्झिट,NOUN
पोल्स,NOUN
करणाऱ्या,NOUN
काही,NOUN
प्रमुख,NOUN
संस्था,NOUN
आहेत,NOUN
निवडणुकीच्यावेळी,NOUN
अनेक,NOUN
नवीन,NOUN
कंपन्याही,NOUN
येतात,VERB
ज्या,NOUN
निवडणूक,NOUN
झाल्यानंतर,NOUN
मात्र,NOUN
गायब,NOUN
होतात,VERB
एक्झिट,NOUN
पोलविषयी,NOUN
नियम,NOUN
कायदे,NOUN
काय,NOUN
आहेत,NOUN
एक्झिट,NOUN
पोल्सना,NOUN
रिप्रेझेंटेशन,NOUN
ऑफ,PART
द,PART
पीपल्स,NOUN
अॅक्ट,NOUN
1951चा,NOUN
सेक्शन,NOUN
126A,NOUN
लागू,NOUN
होतो,NOUN
भारतीय,NOUN
निवडणूक,NOUN
आयोगाने,PP
एक्झिट,NOUN
पोल्ससाठी,PP
काही,NOUN
नियम,NOUN
आखले,VERB
आहेत,NOUN
निवडणुकीवर,PP
कोणत्याही,NOUN
गोष्टीचा,NOUN
परिणाम,NOUN
वा,PART
प्रभाव,NOUN
पडू,NOUN
नये,NOUN
यासाठी,PP
हे,PART
नियम,NOUN
असतात,VERB
निवडणूक,NOUN
आयोग,NOUN
वेळोवेळी,NOUN
एक्झिट,NOUN
पोल्ससाठीच्या,PP
मार्गदर्शक,NOUN
सूचना,NOUN
प्रसिद्ध,NOUN
करतो,NOUN
यामध्ये,PP
एक्झिट,NOUN
पोल,NOUN
कसे,NOUN
करावेत,NOUN
हे,PART
सांगितलं,NOUN
जातं,NOUN
मतदानाच्या,PP
दिवशी,NOUN
एक्झिट,NOUN
पोलचे,NOUN
निकाल,NOUN
प्रसारित,NOUN
करू,NOUN
नयेत,NOUN
असा,NOUN
नियम,NOUN
आहे,NOUN
निवडणूक,NOUN
प्रक्रिया,NOUN
सुरू,NOUN
झाल्यापासून,NOUN
ते,PART
शेवटच्या,PP
टप्प्यातलं,NOUN
मतदान,NOUN
संपल्याच्या,PP
अर्धा,NOUN
तास,NOUN
नंतर,NOUN
पर्यंत,NOUN
एक्झिट,NOUN
पोलचे,NOUN
निकाल,NOUN
प्रसिद्ध,NOUN
करता,NOUN
येत,NOUN
नाहीत,NOUN
यासोबतच,NOUN
मतदानानंतर,NOUN
एक्झिट,NOUN
पोलचे,NOUN
निकाल,NOUN
प्रसिद्ध,NOUN
करण्यासाठी,PP
ही,PART
पाहणी,NOUN
करणाऱ्या,NOUN
संस्थेला,PP
निवडणूक,NOUN
आयोगाची,NOUN
परवानगी,NOUN
घ्यावी,NOUN
लागते,NOUN
एक्झिट,NOUN
पोलचे,NOUN
अंदाज,NOUN
सहसा,NOUN
बरोबर,NOUN
असतात,VERB
का,PART
प्राध्यापक,NOUN
संजय,NOUN
कुमार,NOUN
याची,NOUN
तुलना,NOUN
हवामान,NOUN
विभागाच्या,PP
अंदाजांशी,NOUN
करतात,VERB
ते,PART
म्हणतात,VERB
एक्झिट,NOUN
पोलचे,NOUN
अंदाज,NOUN
हे,PART
देखील,NOUN
हवामान,NOUN
विभागाच्या,PP
अंदाजांसारखे,NOUN
असतात,VERB
काही,NOUN
वेळा,NOUN
ते,PART
अगदी,NOUN
अचूक,NOUN
असतात,VERB
काही,NOUN
वेळा,NOUN
आसपास,NOUN
असतात,VERB
आणि,NOUN
काही,NOUN
वेळा,NOUN
ते,PART
बरोबर,NOUN
नसतात,VERB
एक्झिट,NOUN
पोलने,PP
दोन,NOUN
गोष्टींचा,NOUN
अंदाज,NOUN
बांधला,PP
जातो,NOUN
मतदानाच्या,PP
टक्केवारीचा,NOUN
अंदाज,NOUN
बांधला,PP
जातो,NOUN
आणि,NOUN
त्या,NOUN
आधारे,NOUN
पक्षांना,NOUN
मिळणाऱ्या,NOUN
जागांचा,NOUN
अंदाज,NOUN
बांधला,PP
जातो,NOUN
संजय,NOUN
कुमार,NOUN
सांगतात,VERB
2004ची,NOUN
निवडणूक,NOUN
विसरून,NOUN
चालणार,NOUN
नाही,NOUN
अटलबिहारी,NOUN
वाजपेयींचं,NOUN
सरकार,NOUN
पुन्हा,NOUN
येईल,NOUN
असं,NOUN
सगळ्या,NOUN
एक्झिट,NOUN
पोल्सनी,NOUN
म्हटलं,NOUN
होतं,NOUN
पण,PART
एक्झिट,NOUN
पोल्सचे,NOUN
अंदाज,NOUN
चुकीचे,NOUN
ठरले,VERB
आणि,NOUN
भाजप,NOUN
निवडणूक,NOUN
हरली,VERB
अनेकदा,NOUN
वेगवेगळे,NOUN
एक्झिट,NOUN
पोल्स,NOUN
वेगवेगळा,NOUN
अंदाज,NOUN
व्यक्त,NOUN
करतात,VERB
असं,NOUN
का,PART
याचं,NOUN
उत्तर,NOUN
देताना,NOUN
प्रा,NOUN
संजय,NOUN
कुमार,NOUN
एक,PART
उदाहरण,NOUN
देत,NOUN
सांगतात,VERB
अनेकदा,NOUN
एकाच,NOUN
आजारासाठी,PP
वेगवेगळे,NOUN
डॉक्टर्स,NOUN
वेगवेगळ्या,NOUN
प्रकारे,NOUN
तपासण्या,NOUN
करतात,VERB
एक्झिट,NOUN
पोलबाबतही,NOUN
हे,PART
होऊ,NOUN
शकतं,NOUN
वेगवेगळ्या,NOUN
संस्थांनी,NOUN
वेगवेगळं,NOUN
सँपल,NOUN
घेतलं,NOUN
चाचणी,NOUN
गट,PART
निवडला,PP
किंवा,NOUN
वेगळ्या,NOUN
प्रकारे,NOUN
फील्डवर्क,NOUN
केल्याने,PP
असं,NOUN
होऊ,NOUN
शकतं,NOUN
काही,NOUN
एजन्सीज,NOUN
फोनवरून,NOUN
डेटा,NOUN
गोळा,NOUN
करतात,VERB
तर,PART
काही,NOUN
एजन्सीज,NOUN
त्यांच्या,PP
कर्मचाऱ्यांना,NOUN
फील्डवर,PP
पाठवतात,VERB
यामुळे,NOUN
निकाल,NOUN
वेगवेगळे,NOUN
असू,NOUN
शकतात,VERB
भारतात,VERB
एक्झिट,NOUN
पोल,NOUN
पहिल्यांदा,NOUN
कधी,NOUN
झाला,PP
होता,NOUN
1957च्या,PP
दुसऱ्या,NOUN
सार्वजनिक,NOUN
निवडणुकांदरम्यान,NOUN
इंडियन,NOUN
इन्स्टिट्यूट,NOUN
ऑफ,PART
पब्लिक,NOUN
ओपिनियनने,PP
भारतात,VERB
पहिल्यांदा,NOUN
निवडणूक,NOUN
चाचणी,NOUN
केली,VERB
होती,NOUN
इंडियन,NOUN
इन्स्टिट्यूट,NOUN
ऑफ,PART
पब्लिक,NOUN
ओपिनियनचे,NOUN
प्रमुख,NOUN
एरिक,NOUN
डी,PART
कॉस्टा,NOUN
यांनी,NOUN
निवडणूक,NOUN
सर्वेक्षण,NOUN
केलं,NOUN
होतं,NOUN
पण,PART
याला,PP
पूर्णपणे,NOUN
एक्झिट,NOUN
पोल,NOUN
म्हणता,NOUN
येणार,NOUN
नाही,NOUN
त्यानंतर,NOUN
1980मध्ये,PP
डॉक्टर,NOUN
प्रणय,NOUN
रॉय,NOUN
यांनी,NOUN
पहिल्यांदा,NOUN
एक्झिट,NOUN
पोल,NOUN
केला,PP
त्यांनीच,NOUN
पुन्हा,NOUN
1984मध्ये,PP
एक्झिट,NOUN
पोल,NOUN
केला,PP
होता,NOUN
दूरदर्शनने,PP
1996मध्ये,PP
एक्झिट,NOUN
पोल,NOUN
केला,PP
पत्रकार,NOUN
नलिनी,NOUN
सिंह,NOUN
यांनी,NOUN
हे,PART
सर्वेक्षण,NOUN
केलं,NOUN
होतं,NOUN
पण,PART
यासाठीची,NOUN
आकडेवारी,NOUN
गोळा,NOUN
करण्यासाठी,PP
सेंटर,NOUN
फॉर,NOUN
द,PART
स्टडी,NOUN
ऑफ,PART
डेव्हलपिंग,NOUN
स्टडीज,NOUN
CSDS,NOUN
ने,PART
फील्ड,NOUN
वर्क,NOUN
केलं,NOUN
होतं,NOUN
त्यानंतर,NOUN
एक्झिट,NOUN
पोल्सचं,NOUN
हे,PART
सत्र,NOUN
सुरूच,NOUN
आहे,NOUN
फक्त,NOUN
त्याकाळी,NOUN
एखाद,NOUN
दोन,NOUN
एक्झिट,NOUN
पोल,NOUN
असत,NOUN
आता,NOUN
डझनभर,NOUN
एक्झिट,NOUN
पोल्स,NOUN
होतात,VERB
जगातल्या,NOUN
इतर,NOUN
देशांत,NOUN
एक्झिट,NOUN
पोल्स,NOUN
होतात,VERB
का,PART
भारताच्या,PP
आधीपासून,NOUN
अनेक,NOUN
देशांमध्ये,PP
एक्झिट,NOUN
पोल्स,NOUN
होत,NOUN
आले,VERB
आहेत,NOUN
अमेरिका,NOUN
दक्षिण,NOUN
अमेरिका,NOUN
युरोप,NOUN
दक्षिण,NOUN
आशिया,NOUN
आणि,NOUN
आग्नेय,NOUN
आशियासह,NOUN
जगभरातल्या,NOUN
अनेक,NOUN
देशांत,NOUN
एक्झिट,NOUN
पोल,NOUN
होतात,VERB
अमेरिकेत,NOUN
1936मध्ये,PP
सगळ्यात,NOUN
पहिल्यांदा,NOUN
एक्झिट,NOUN
पोल,NOUN
करण्यात,NOUN
आला,PP
जॉर्ज,NOUN
गॅलप,NOUN
आणि,NOUN
क्लॉड,NOUN
रॉबिन्सन,NOUN
यांनी,NOUN
न्यूयॉर्क,NOUN
शहरात,NOUN
एक,PART
निवडणूक,NOUN
पाहणी,NOUN
केली,VERB
राष्ट्राध्यक्ष,NOUN
पदासाठी,PP
कोणत्या,NOUN
मतदाराला,PP
मत,PART
दिलं,NOUN
हे,PART
यामध्ये,PP
मतदान,NOUN
करून,NOUN
बाहेर,NOUN
येणाऱ्या,NOUN
व्यक्तींना,NOUN
विचारण्यात,NOUN
आलं,NOUN
फ्रँकलिन,NOUN
रुझवेल्ट,NOUN
ही,PART
निवडणूक,NOUN
जिंकतील,NOUN
असा,NOUN
अंदाज,NOUN
या,PART
आकडेवारीवरून,NOUN
व्यक्त,NOUN
करण्यात,NOUN
आला,PP
प्रत्यक्षात,NOUN
ही,PART
निवडणूक,NOUN
रुझवेल्ट,NOUN
यांनीच,NOUN
जिंकली,VERB
यानंतर,NOUN
एक्झिट,NOUN
पोल,NOUN
इतर,NOUN
देशांतही,NOUN
लोकप्रिय,NOUN
झाले,VERB
ब्रिटनमध्ये,PP
1937साली,VERB
पहिल्यांदा,NOUN
एक्झिट,NOUN
पोल,NOUN
झाला,PP
फ्रान्समध्ये,PP
1938,NUM
मध्ये,PP
पहिल्यांदा,NOUN
एक्झिट,NOUN
पोल,NOUN
घेण्यात,NOUN
आला,PP
आता,NOUN
भारतातल्या,NOUN
एक्झिट,NOUN
पोल्सच्या,PP
निकालांविषयी,NOUN
जाणून,NOUN
घेऊ,NOUN
सगळ्यात,NOUN
आधी,NOUN
यंदाच,NOUN
झालेली,VERB
2024ची,NOUN
लोकसभा,NOUN
निवडणूक,NOUN
लोकसभा,NOUN
निवडणुकीत,NOUN
संपूर्ण,NOUN
देशामध्ये,PP
असलेलं,NOUN
वातावरण,NOUN
पाहता,NOUN
एनडीएच्या,PP
बाजुनं,NOUN
लोकांचं,NOUN
मत,PART
असेल,NOUN
असे,NOUN
अंदाज,NOUN
वर्तवले,VERB
जात,NOUN
होते,NOUN
मतदानानंतर,NOUN
समोर,NOUN
आलेल्या,NOUN
बहुतांश,NOUN
एक्झिट,NOUN
पोल्समध्येही,NOUN
काहीसे,NOUN
अशाच,NOUN
प्रकारचे,NOUN
आकडे,PP
पाहायला,PP
मिळाले,VERB
होते,NOUN
सगळ्याच,NOUN
एक्झिट,NOUN
पोल्सनी,NOUN
पुन्हा,NOUN
एकदा,NOUN
मोदींच्या,PP
नेतृत्वात,NOUN
सरकार,NOUN
येणार,NOUN
असे,NOUN
अंदाज,NOUN
वर्तवले,VERB
होते,NOUN
एक्झिट,NOUN
पोलचे,NOUN
सत्ते,NOUN
बाबतचे,NOUN
अंदाज,NOUN
तर,PART
खरे,NOUN
ठरले,VERB
पण,PART
भाजपला,PP
आणि,NOUN
एनडीएला,PP
मिळणाऱ्या,NOUN
जागांबाबतचे,NOUN
अंदाज,NOUN
मात्र,NOUN
चुकले,VERB
सगळ्या,NOUN
एक्झिट,NOUN
पोलची,NOUN
सरासरी,NOUN
पाहता,NOUN
एनडीए,NOUN
350,NUM
ते,PART
400,NUM
जागा,NOUN
मिळवणार,NOUN
असा,NOUN
अंदाज,NOUN
वर्तवला,PP
होता,NOUN
पण,PART
त्यांना,NOUN
293,NUM
वर,PART
समाधान,NOUN
मानावं,NOUN
लागलं,NOUN
एवढंच,NOUN
काय,NOUN
भाजप,NOUN
स्वबळावर,PP
सत्ता,NOUN
आणेल,NOUN
असाही,NOUN
दावा,NOUN
काही,NOUN
एक्झिट,NOUN
पोलमध्ये,PP
करण्यात,NOUN
आला,PP
होता,NOUN
तोही,NOUN
चुकीचा,NOUN
ठरला,PP
हरियाणा,NOUN
विधानसभा,NOUN
निवडणूक,NOUN
2024,NUM
हरियाणा,NOUN
विधानसभेच्या,PP
वेळीही,NOUN
एक्झिट,NOUN
पोलचे,NOUN
अंदाज,NOUN
फारसे,NOUN
योग्य,NOUN
ठरले,VERB
नसल्याचं,NOUN
पाहायला,PP
मिळालं,NOUN
होतं,NOUN
या,PART
एक्झिट,NOUN
पोलमध्ये,PP
राज्यातील,NOUN
वातावरण,NOUN
भाजपविरोधी,NOUN
असून,NOUN
काँग्रेसची,NOUN
सत्ता,NOUN
येईल,NOUN
असा,NOUN
अंदाज,NOUN
वर्तवला,PP
होता,NOUN
हरियाणाच्या,PP
एक्झिट,NOUN
पोलमध्ये,PP
काँग्रेसला,PP
सरासरी,NOUN
50,NUM
ते,PART
55,NUM
जागा,NOUN
मिळतील,NOUN
आणि,NOUN
ते,PART
सत्ता,NOUN
स्थापन,NOUN
करतील,NOUN
अशी,NOUN
शक्यता,NOUN
वर्तवण्यात,NOUN
आली,VERB
होती,NOUN
तर,PART
भाजप,NOUN
20,NUM
25,NUM
जागा,NOUN
जिंकेल,NOUN
असाही,NOUN
अंदाज,NOUN
व्यक्त,NOUN
करण्यात,NOUN
आला,PP
होता,NOUN
पण,PART
प्रत्यक्षात,NOUN
मात्र,NOUN
तसं,NOUN
घडलं,NOUN
नाही,NOUN
प्रत्यक्षात,NOUN
भाजपनं,NOUN
48,NUM
जागा,NOUN
जिंकत,NOUN
सरकार,NOUN
स्थापन,NOUN
केलं,NOUN
तर,PART
काँग्रेसला,PP
37,NUM
जागाच,NOUN
मिळाल्या,NOUN
होत्या,NOUN
भाजप,NOUN
आणि,NOUN
NDAला,PP
300,NUM
पेक्षा,NOUN
जास्त,NOUN
जागा,NOUN
मिळतील,NOUN
असा,NOUN
अंदाज,NOUN
2019च्या,PP
लोकसभा,NOUN
निवडणुकीच्या,PP
वेळी,NOUN
बहुतांश,NOUN
एक्झिट,NOUN
पोल्सनी,NOUN
जाहीर,NOUN
केला,PP
होता,NOUN
तर,PART
काँग्रेसच्या,PP
नेतृत्त्वातील,NOUN
UPA,NOUN
आघाडीला,PP
100च्या,PP
आसपास,NOUN
जागा,NOUN
मिळण्याचा,NOUN
अंदाज,NOUN
वर्तवण्यात,NOUN
आला,PP
होता,NOUN
प्रत्यक्षातले,VERB
निकाल,NOUN
हे,PART
व्यक्त,NOUN
करण्यात,NOUN
आलेल्या,NOUN
अंदाजांसारखेच,NOUN
होते,NOUN
भाजपला,PP
303,NUM
जागा,NOUN
मिळाल्या,NOUN
आणि,NOUN
NDA,NOUN
ला,PART
सुमारे,NOUN
350,NUM
जागा,NOUN
मिळाल्या,NOUN
तर,PART
काँग्रेसला,PP
फक्त,NOUN
52,NUM
जागा,NOUN
मिळाल्या,NOUN
होत्या,NOUN
पश्चिम,NOUN
बंगाल,NOUN
विधानसभा,NOUN
निवडणूक,NOUN
2021,NUM
2021साली,VERB
केरळ,NOUN
आसाम,NOUN
तामिळनाडू,NOUN
पुद्दुचेरी,NOUN
आणि,NOUN
पश्चिम,NOUN
बंगालमध्ये,PP
विधानसभा,NOUN
निवडणुका,NOUN
झाल्या,NOUN
पण,PART
सगळ्यांचं,NOUN
लक्ष,NOUN
होतं,NOUN
पश्चिम,NOUN
बंगालवर,PP
292,NUM
जागांच्या,PP
या,PART
विधानसभेत,NOUN
भाजपला,PP
100,NUM
पेक्षा,NOUN
जास्त,NOUN
जागा,NOUN
मिळतील,NOUN
असं,NOUN
बहुतेक,NOUN
एजन्सीजने,PP
म्हटलं,NOUN
होतं,NOUN
जन,PART
की,PART
बात,NOUN
नावाच्या,PP
एका,NOUN
एजन्सीने,PP
तर,PART
भाजपला,PP
174,NUM
पर्यंत,NOUN
जागा,NOUN
मिळतील,NOUN
असा,NOUN
अंदाज,NOUN
व्यक्त,NOUN
केला,PP
होता,NOUN
काहींनी,NOUN
तृणमूल,NOUN
काँग्रेसला,PP
जास्त,NOUN
जागा,NOUN
मिळतील,NOUN
असं,NOUN
म्हटलं,NOUN
होतं,NOUN
तर,PART
काहींनी,NOUN
भाजप,NOUN
पहिल्यांदाच,NOUN
पश्चिम,NOUN
बंगालमध्ये,PP
सरकार,NOUN
स्थापन,NOUN
करेल,NOUN
असं,NOUN
म्हटलं,NOUN
होतं,NOUN
पण,PART
निकाल,NOUN
जाहीर,NOUN
झाले,VERB
तेव्हा,NOUN
ममता,NOUN
बॅनर्जींची,NOUN
तृणमूल,NOUN
काँग्रेस,NOUN
पुन्हा,NOUN
एकदा,NOUN
सत्तेत,NOUN
आली,VERB
भाजपला,PP
2016मध्ये,PP
तीन,NOUN
जागा,NOUN
मिळाल्या,NOUN
होत्या,NOUN
त्या,NOUN
तुलनेत,NOUN
चांगली,VERB
कामगिरी,NOUN
करत,NOUN
त्यांचा,NOUN
आकडा,NOUN
75,NUM
पर्यंत,NOUN
पोहोचला,PP
पण,PART
हा,PART
आकडा,NOUN
सत्ता,NOUN
स्थापनेसाठी,PP
पुरेसा,NOUN
नव्हता,NOUN
गुजरात,NOUN
आणि,NOUN
हिमाचल,NOUN
विधानसभा,NOUN
निवडणूक,NOUN
2022,NUM
2022च्या,PP
नोव्हेंबर,NOUN
डिसेंबरमध्ये,PP
गुजरात,NOUN
आणि,NOUN
हिमाचल,NOUN
प्रदेश,NOUN
राज्यांत,NOUN
विधानसभा,NOUN
निवडणुका,NOUN
झाल्या,NOUN
गुजरातसाठीच्या,PP
एक्झिट,NOUN
पोल्समध्ये,PP
भाजप,NOUN
पुन्हा,NOUN
सत्तेत,NOUN
येणार,NOUN
असल्याचं,NOUN
सांगण्यात,NOUN
आलं,NOUN
182,NUM
जागांच्या,PP
विधानसभेत,NOUN
भाजपला,PP
117,NUM
148,NUM
जागा,NOUN
मिळतील,NOUN
असा,NOUN
अंदाज,NOUN
व्यक्त,NOUN
करण्यात,NOUN
आला,PP
काँग्रेसला,PP
30,NUM
ते,PART
50,NUM
जागी,NOUN
विजय,NOUN
मिळेल,NOUN
असा,NOUN
अंदाज,NOUN
सगळ्याच,NOUN
एक्झिट,NOUN
पोल्सने,PP
व्यक्त,NOUN
केला,PP
होता,NOUN
पण,PART
निकाल,NOUN
जाहीर,NOUN
झाले,VERB
तेव्हा,NOUN
भाजपने,PP
राज्यात,NOUN
आतापर्यंतची,NOUN
सर्वात,NOUN
चांगली,VERB
कामगिरी,NOUN
करत,NOUN
156,NUM
जागा,NOUN
मिळवल्या,NOUN
तर,PART
काँग्रेसने,PP
सर्वात,NOUN
खराब,NOUN
कामगिरी,NOUN
करत,NOUN
फक्त,NOUN
17,NUM
जागा,NOUN
जिंकल्या,NOUN
हिमाचल,NOUN
प्रदेशमध्ये,PP
बहुतेक,NOUN
एक्झिट,NOUN
पोल्सनी,NOUN
भाजपला,PP
आघाडी,NOUN
दिली,VERB
होती,NOUN
इंडिया,NOUN
टुडे,NOUN
अॅक्सिस,NOUN
माय,NOUN
इंडियाने,PP
काँग्रेसला,PP
आघाडी,NOUN
दाखवली,VERB
होती,NOUN
पण,PART
निकाल,NOUN
लागला,PP
तेव्हा,NOUN
68,NUM
जागा,NOUN
असणाऱ्या,NOUN
या,PART
विधानसभेत,NOUN
काँग्रेसने,PP
40,NUM
जागा,NOUN
जिंकत,NOUN
सरकार,NOUN
स्थापन,NOUN
केलं,NOUN
तर,PART
भाजपला,PP
फक्त,NOUN
25,NUM
ठिकाणी,NOUN
विजय,NOUN
मिळू,NOUN
शकला,PP
कर्नाटक,NOUN
राजस्थान,NOUN
मध्य,NOUN
प्रदेश,NOUN
छत्तीसगढ,NOUN
आणि,NOUN
तेलंगणा,NOUN
विधानसभा,NOUN
निवडणूक,NOUN
2023,NUM
कर्नाटकमध्ये,PP
2023च्या,PP
एप्रिल,NOUN
मेमध्ये,PP
विधानसभा,NOUN
निवडणुका,NOUN
झाल्या,NOUN
या,PART
राज्यात,NOUN
काँग्रेसची,NOUN
कामगिरी,NOUN
भाजपपेक्षा,NOUN
चांगली,VERB
असेल,NOUN
असं,NOUN
एखाद,NOUN
संस्था,NOUN
वगळता,NOUN
बहुतेक,NOUN
संस्थांनी,NOUN
म्हटलं,NOUN
होतं,NOUN
निकालही,NOUN
थोड्याफार,NOUN
फरकाने,PP
तसेच,NOUN
लागले,VERB
फरक,NOUN
इतकाच,NOUN
होता,NOUN
की,PART
काँग्रेसची,NOUN
कामगिरी,NOUN
व्यक्त,NOUN
करण्यात,NOUN
आलेल्या,NOUN
अंदाजांपेक्षा,NOUN
चांगली,VERB
होती,NOUN
एकूण,NOUN
224,NUM
जागांपैकी,NOUN
काँग्रेसने,PP
43,NUM
मतं,NOUN
मिळवत,NOUN
136,NUM
ठिकाणी,NOUN
विजय,NOUN
मिळवला,PP
हा,PART
गेल्या,NOUN
तीन,NOUN
दशकांतला,PP
या,PART
राज्यातला,PP
काँग्रेसचा,NOUN
सर्वात,NOUN
मोठा,NOUN
विजय,NOUN
होता,NOUN
भाजपला,PP
फक्त,NOUN
65,NUM
जागा,NOUN
मिळाल्या,NOUN
तर,PART
जनता,NOUN
दल,PART
सेक्युलरला,PP
19,NUM
जागा,NOUN
जिंकता,NOUN
आल्या,NOUN
नोव्हेंबर,NOUN
डिसेंबर,NOUN
महिन्यांत,NOUN
मध्य,NOUN
प्रदेश,NOUN
छत्तीसगड,NOUN
राजस्थान,NOUN
तेलंगणा,NOUN
आणि,NOUN
मिझोरममध्ये,PP
निवडणुका,NOUN
झाल्या,NOUN
छत्तीसगडमध्ये,PP
काँग्रेस,NOUN
आणि,NOUN
भाजपमध्ये,PP
तुल्यबळ,NOUN
लढत,NOUN
होईल,NOUN
असं,NOUN
सगळ्याच,NOUN
एजन्सीजने,PP
म्हटलं,NOUN
होतं,NOUN
किंवा,NOUN
मग,PART
काँग्रेसला,PP
आघाडी,NOUN
दाखवली,VERB
होती,NOUN
एकूण,NOUN
90,NUM
जागांपैकी,NOUN
काँग्रेसला,PP
40,NUM
पेक्षा,NOUN
जास्त,NOUN
जागा,NOUN
मिळतील,NOUN
असा,NOUN
अंदाज,NOUN
होता,NOUN
भाजपला,PP
25,NUM
ते,PART
48,NUM
जागा,NOUN
मिळण्याचा,NOUN
अंदाज,NOUN
होता,NOUN
निकाल,NOUN
जाहीर,NOUN
झाले,VERB
तेव्हा,NOUN
भाजपला,PP
54,NUM
जागी,NOUN
विजय,NOUN
मिळाला,PP
आणि,NOUN
त्यांनी,NOUN
सरकार,NOUN
स्थापन,NOUN
केलं,NOUN
तर,PART
काँग्रेसला,PP
फक्त,NOUN
35,NUM
जागा,NOUN
मिळाल्या,NOUN
मध्य,NOUN
प्रदेश,NOUN
विधानसभेत,NOUN
230,NUM
मतदारसंघ,NOUN
आहेत,NOUN
इथे,NOUN
भाजपला,PP
88,NUM
ते,PART
163,NUM
